Title,Score,Comment
육사오(6/45),5,고경표 표정 연기가 웃겨요15000원 주고 볼 영화는 절대 아님
서울대작전,10,킬링타임용으로 보기 좋은 영화에요!
헌트,10,어쩌면 올해 최고의 한국영화라고 조심히 예상해보겠습니다.이정재씨 감독 처음 맞아요?
서울대작전,1,화보를 그냥 영상으로 만들어놓음 릴스나 틱톡 연속재생느낌 아무생각없이 릴스 두시간정도 볼사람은 추천
육사오(6/45),2,뭐가 재밌다는건지………..진짜 돈아깝다 하..
카터,1,이거 그냥 뛰는장면을 뭐이리 흔들어재끼냐 감독혼자 뿌듯하고 멋지다생각햇을듯ㅋㅋ 왠만한 똥영화도 그냥 보는내가 어지러워서 집중못하고 포기한정도면 말다함
서울대작전,10,예고편 보고 기대하면서 기다리다가 어제 봤는데 너무 재밌게 봤습니다!! 근데 평점이 너무 낮아서 엥? 했음.. ost도 좋고 레트로 감성도 좋앗는데.. 그리고 유아인 연기.. 최고임 캐스팅도 너무 좋고
탑건: 매버릭,4,4D 극장에서 안봐서 그런지 마지막 전투씬 말고는 재미있는건지 모르겠습니다.비행기 게임 잠깐한 기분 ㅎㅎ  평점 9.6 라는게 신기하네요
서울대작전,2,지금 뭐하세요?대학생 동아리 영화도 이거보단 나을 듯 합니다.
서울대작전,2,훌륭한 배우들이 보이지 않게 하는 영화는 처음.. 뭐 비쥬얼적인거 약간 흥미끌만한데 그게 끝 ㅠㅠ어리숙한 스토리에 조금 민망하다.
불릿 트레인,2,와 씨 하품 와 씨 와 아직도 안끝났어??
육사오(6/45),8,유치한 부분도 있었지만 웃겨서 미치는 줄 알았음ㅋㅋㅋㅋ스토리 이런 거 안 따지고 웃고 싶으면 꼭 보세요 강추
서울대작전,1,10분보고 껐어요 유아인이라 기대했는데 안타깝네요
서울대작전,1,이 배우들 가지고 이런 쓰레기를 만드냐..
서울대작전,1,돈.. 많이 받았는가부다.. 좋아하는 배우들인데.. 이게 뭔지 원... 쩝
서울대작전,2,보다보면 뭔가 '베이비 드라이버'같은 영화를 만들고 싶었던거 같은데일단 운전수로서 맡는 임무에서부터 큰 차이가 남.이미 여기서부터 안 먹어주고 들어가는 듯함...그냥 복고풍의 멋쟁이들을 보는 건 나름 괜춘한 듯..?
서울대작전,1,꼭! 보세요! 추천이요.
서울대작전,10,진심 올해 본 영화중에 졸라 제일 재밌었음 ㅋ평점 왜이럼 원래 가볍게 보는 영환데 다들 진지한게 더 토나옴 ㅠㅜㅋ유아인님은 장르를 넘나드는구나 연기 너무 잘하셔서 몰입력 대박이라 화장실도 못감…   다만 마이노 팬인데 ㅋ뭔가 긴장한게 느껴져서 귀엽ㅋㅎ그래도 졸라 웃겼음 마이노 나오는 장면에 배꼽 잡았네요!.!  한국판 베이비드라이버 보는줄… 짜릿 쫄깃!!! 뭔가 보는내내 신나고 상쾌함 보고나서 기분 좋아지는 영화 진심 오랜만이네요.!!  흥행 할것 같음..ㅋ 연기파 배우들 총출동이라 보는내내 ㄷㄷ했슴다 ㅋ  평점 똥으로 주신분들은 얼마나 대단한 영화를 보시길래 ㅋㅋ허세들이신지 ㅠㅠ 논평이나 써재끼세요 앞뒤 없이 별로다 구리다 테러하지말고 ㅠㅠㅠㅠ
육사오(6/45),10,"진짜 너무너무너무너무너무 웃김, 배쨋다"
서울대작전,10,장군님 존경하는 분들이 별점 테러하는듯런닝타임이 길어 좀 지루한 부분도 있긴 했지만 1점받을 영화는 아님
해리 포터와 불의 잔,10,해리와 론이 싸우고 다른 얘들도 해리를 따돌릴 때 해리가 너무 불쌍했다. ㅠㅠ근데 불의 잔부터 해리의 사랑도 시작된 게 아주 재밌었다.ㅋㅋ (초 챙) 그리고다시 봐도 무디 교수가 사실은 바티 크라우치 주니어 2세라는 걸 알고깜짝 놀라게 된다. 역시 해리 포터!!!다음 편은 내가 해리 포터 시리즈 중에서 제일 좋아하는 불사조 기사단이다.(해리초 ㅋㅋ)
서울대작전,1,이런 배우들로 이런 작품이.. 참 아깝습니다...
서울대작전,2,유아인 커리어의 오점..오정태 커리어의 오점..문소리 커리어의 오점..고경표의 연기력이나 캐릭터는 오점.
서울대작전,1,역대급 노잼 심하다심해
서울대작전,1,좋은 배우들을 데려다가 놓고... 참....
놉,8,아는 만큼 보이는 영화인 것 같아요.. 유튜브 등을 통해 해석 영상을 찾아보니 달리 보이고 흥미롭네요
서울대작전,1,이거 아니 이딴거 보고 2점 이상 주는 애들 찢 지지자 40대 진보 대학생 인증임 ㅋㅋㅋㅋ ㅉㅉ
헌트,10,스토리 탄탄한 영화! 넘 잼있게 잘 봤어요~~
헌트,10,초반 대사가 잘안들려오ㅡㅜ이정재님 연출 연기 넘 좋았네요
서울대작전,1,좋은 배우로 이런영화가 가능하다니...믿기지 않음그냥 쓰레기영화임
헌트,10,지루하지않는 연계가 좋았다. 배우들의 연기도 감탄을 자아한다.
서울대작전,6,이거 왜 캐비어랑 한우로 잡탕을 끓여놨지…배우진이 최선을 다해도 감독과 연출의 환장의 콜라보레이션. 1등급 재료가 요리사를 잘못만나면 벌어지는 일에 대한 고증을 보여주는 영화. 유아인 배우라서 그나마 이정도 끌고갔음. 힙한게 아니라 합해져버린 영화…..하…….넷플이 조만간 한국영화 검열하겠다고 할것 같음.
서울대작전,2,예상은  했지만  십분 보고 접음
서울대작전,4,미안합니다... 열심히 찍으신거 같은데...보다가 중간에 졸았어요..
큐브,10,원작 본 사람들이 너무 기대하고 본것 아닌가 싶다 친구가보고싶다한거라 울며 겨자먹기로 봤는데 예상밖으로 재밌게 잘보고나왔다 평점이 너무 저평가되어 평점 밸런스위해 10점
서울대작전,1,- 점은 왜 없냐 유아인 데려다 이따위 영화 만들지마라
서울대작전,2,(지금 1시간 30분 정도 보는 중)  아무래도 이건 아닌 것 같아서 평점 보러 왔는데 위로가 된다. 나만 재미없는 건 아니네... 그래도 결말은 봐야겠죠? ㅜ
서울대작전,2,
탑건: 매버릭,10,시간 가는줄 모르고 봤음 진짜재밋네 러브스토리도 거의없어 좋음
탑건: 매버릭,10,무슨말이 필요한가? 마블이 생각이 안나는 영화!
너를 죽이고,10,연출이나 스토리 영상미가 화려하다
풀타임,10,"따흐흑,,,"
헌트,10,박평호 박평호 박평호 !! 이정재 감독님 데뷔작으로 박수받아 마땅합니다
서울대작전,4,8000원짜리 평양냉명 같음. 닝닝한데 깊이도 없어.
서울대작전,10,레트로 자동차 달리고 때려박는거 보는 재미가 있네요
프레이,2,"여주가 핵발암....,"
해리 포터와 아즈카반의 죄수,10,해리 포터와 아즈카반의 죄수는 정말 짱 재밌는 것 같다!!! 시간을 되돌려서시리우스와 벅빅의 목숨을 구하는 장면은 정말 재밌었다. 그렇지만 해리 포터시리즈 중에서 제일 현실성이 떨어지는 듯??? ㅋㅋ 근데 이때부터 론이랑헤르미온느의 사랑이 시작되는 것 같다. (나는 솔직히 해리와 헤르미온느가이어졌으면 좋겠는데...ㅋㅋ) 아무튼 J.K 롤링 작가님은 최고다!
육사오(6/45),10,잠시나마 웃고 싶으시다면 보면 좋은 영횐
헌트,10,세상에...이게 감독데뷔작이라니..그는 천재였소
서울대작전,1,이 영화 보면 넷플릭스 한국투자 좀 망설이겠는데?
서울대작전,10,난 레트로한 배경 소품 음악 내가 좋아하는 배우들 내가 좋아하는 B급 갬성까지 다 좋아서 넘 잼있게 봤다^^그리고 바른 역사관이 엿보여서 더 좋음 ㅋ 마지막 새똥맞는 장면은 진짜 통쾌♡
서울대작전,4,고증 살리느라 애쓴 미술팀의 노력을 허사로 만들어버린 대사들과 연출. 무ㅜ 하나 이거다 싶은 부분이 없음.
육사오(6/45),10,오랜만에  웃을수있는 영화네요  너무 재밌게   봤어요
한산: 용의 출현,7,
비상선언,5,차후 한국영화가 참고해야 할 오답노트
씨 비스트,10,아들이 재밌다고해서 두번 봤어요ㅎㅎ
헌트,8,연기자들의 연기도 돋보이고 스토리도 뻔하지 않아서 잼있게 봤습니다
서울대작전,10,나만 당할순없지 꼭보세요
서울대작전,10,개인에 차이 겠지만간만에 스트레스 안받고 본재미있는 오락영화
코코순이,10,왜곡된 진실을 알려주는 영화 '코코순이'
서울대작전,1,모든게 작위적이라 웃음도 감동도 긴장감도 그 어느것도 없음.
밤의 해변에서 혼자,1,일기는 본인 일기장에나 써주시길
#살아있다,4,좀비물x아포칼립스 로맨스물o
불릿 트레인,8,이게 6점대라니 갈수록 평점도 못믿겠네...선의로 하자. 어차피 다른 영화 평점 깎아 내려봤자 조작하는 놈들이 만든 니네 영화 재미없으면 안본다.
본 아이덴티티,8,독창적이고 박력 넘친다
서울대작전,1,송민호 연기는 진짜 아닌걸로..
서울대작전,6,카체이싱 부분은 뭐 재미있게 봤습니다.다만 중구난방같은 스토리는 별로 였습니다.액션을 강조하고 차량을 위주로 했다면 개조같은 장면도 밀도가 좀더 있어야할것 같고 그게 아니라면  임무를 진행하는 장면이 더 있어서 좀 더 전개를 이해할 수 있어야 할것같습니다.
탑건: 매버릭,10,스토리는 대략 예상이 되어도 스토리를 뛰어넘는 연출과 영상미가 있네요 탑건1도 다시 챙겨 봐야겠어요
탑건: 매버릭,10,시간 가는 줄 몰랐습니다.
헌트,8,간만에 집중해서 본 영화입니다.
세기의 은행털이: 도둑들의 고백,9,"220829[9]은행 강탈이 당연히 범죄인데도 불구하고, 예술로 승화시킨것으로 미화하는데 씁쓸함. 기발한 아이디어와 연출은 탄성을 자아내고, 초반 하수도관에 혼자 들어갔다는 점 하나만으로도 그 용기 부럽다."
서울괴담,2,연기는 되게 좋음여러스토리가 짧게 짧게 있는데결말이 제대로 있는 것도 아니고 전달하려는게 뭔지도 모르겠고 스토리가 재밌지도 무섭지도 않음
탑건: 매버릭,10,꼭 영화관에서 보시길 추천합니다^^
탑건: 매버릭,10,재탕해도 이만한게 없다 너무재밌음
육사오(6/45),10,
서울대작전,1,아....총체적난국이네...;;
우아한 세계,10,이영화는  20대때  30대때  40대때    나이가  들수록  느낌이 완전  다르다.  아무튼  한번은  꼭 볼만한  영화다.
서울대작전,1,몰입도 안되고 재미도 없고 지루하고 볼만한 넷플 대작이 나오나 기대햇는데 꽝이네
썸머 필름을 타고!,2,12345567890-
헌트,10,정말 재미있게 봤습니다.연출 스토리 배우들 연기 다 너무 좋습니다.대박났으면 좋겠어요♡
서울대작전,1,원수한테 추천하세요.
탑건: 매버릭,10,영화가 고맙긴 오랜만이다
서울대작전,1,아... 1점 누르기 쉽지않은데....유아인은 대본안보나...
서울대작전,10,옛날 감성 엄청 돋네요. 30~40대 분들 공감많이 할 시대적 배경이니 꼭 보이길~ 고경표 반갑~
외계+인 1부,9,시작과 동시에 순삭으로 갔어요.소재가 좀 생소해서 중간에 살짝 안보면 이해가 안가는 부분이 있지만 몰입도 꿀! 2부 빨리 보고 싶어요.
불릿 트레인,5,브래드피트 출연작중 가장 재미없었다.
헌트,10,"감독으로써 이정재의 연출력에 한 번 놀라고, 배우들의 연기력에 두 번 놀라고 갑니다 ㅎㅎ"
서울대작전,2,올드하네 미장센모두가
서울대작전,10,영화는 진짜 보고 평점남기는건지? 그냥 정치성향이 다르다고 1점남기고 가는건지 어이가없어서 1점짜리영화 시간아까운영화들 살면서 한번도 안보고 살았나.. 재밌게봤는데 평점이 어이가없네
서울대작전,1,1988년에 만든영화
헌트,10,허구로 라도 베드로 암살이 성공 했으면 좋았을텐데...ㅠㅠ간만에 잘 봤네요
사랑할 땐 누구나 최악이 된다,7,완전하지 않으니까. 나는 최악만은 아니였기를.
외계+인 1부,10,왜평점이낮은걸까요?재미있는데ㅜ 두시간금방감
서울대작전,10,네러티브가 부족했지만 킬링타임용으로 재밌게 볼만한듯 마지막 작전씬은 음악이랑 함께 신났음.송민호 나오는 장면도 재밌었음
싸이코,8,이게 1960년 작품이라고?
캐롤,9,끝까지 미장센이 황홀했다
서울대작전,2,10분 이상 보신 분들 진심 존경합니다.
서울대작전,2,오랫만에 시간 때울려고 틀긴 했는데... 끄윽... ㅜㅜ
미쓰백,1,일드 마더 표절한 것 같음
육사오(6/45),10,진짜 너무 웃겨요 ㅋㅋㅋ
놉,10,최근 본영화중에 가장 생각이많아지고 볼만한영화였네요!
일라이,10,가볍게 시청했다가 묵직하게 한방얻어맞는 작품
서울대작전,2,
파로호,10,
헌트,8,재밌게 보고왔습니다
서울대작전,1,이것을 어찌 표현 해야 할지요
겟 아웃,8,"인종차별 영화, 사람을 돈으로 사지 말라!!!"
서울대작전,10,뇌빼고 보는 B급 감성영화를 진지한 신파를 원하는 한국 관객들이 보면 어떻게 되는지 알게 됐다. 아직도 한국은 즐길줄 모른다 ㅋㅋㅋ
육사오(6/45),9,킬링타임으로 가볍게 웃고 스트레스 풀기는 딱 좋아요~~ 코믹영화인데 여기서 이것저것 운운하는건 아닌듯 그냥 재밌습니다~~
풀타임,8,치열한 삶의 현장. 바쁜 현대인을 배려한 적절한 러닝타임.
육사오(6/45),10,
카터,2,시작과동시에 포기입니다
외계+인 1부,2,진짜 별하나도 아까운 영화.
한산: 용의 출현,10,너무  감동있게보았어요.
서울대작전,1,휴…2점 누를 뻔 했네.
헌트,9,감독으로 데뷔작에서 내공이 느껴질 정도로 연출 및 기획이 뛰어남
파라다이스 하이웨이,10,줄리엣 비노쉬의 네번째 컬러를 보여주는 작품.
외계+인 1부,4,정신이 없음 과거 미래 과거 미래 이것저것 짜깁기
서울대작전,1,예고편보고 살짝 볼까말까 했는데 유아인에 옹성우까지 캐스팅때매 봐버렸는데...ㅡㅡ;;; 중간에 그만둘까 고민고민;;;; 유아인 필모에 끼워 넣지 마라 이건 걍 킬링타임도 아까울정도 ㅠㅠ  감독한테 놀랬짜나 !! 이정도 배우로 이런 영화를 만들다니.... 대단하다 놀랬따
